Title (News Shots) ,ID,Date
Gilead and Galapagos NV's Filgotinib (JAK1i) Achieves Primary Endpoints for P-II TORTUGA study in AS patients,739,06-09-2018
With Continuous Failure Active Biotech Regains Global Rights for Laquinimod from Teva,790,06-09-2018
Shire Announces Acquisition of Sanaplasma AG to Expand its Immunology business,807,06-09-2018
Pharmacosmos' Monoferric 1000 mg IV Receives Health Canada Marketing Approval,823,07-09-2018
AstraZeneca's Tezepelumab (thymic stromal lymphopoietin antagonist) Receives FDA BT Designation for the Treatment of Severe Asthma with irrespective T2 biomarker status,826,07-09-2018
BeiGene and SpringWorks Globally Signs Clinical Agreement to Target Advanced Solid Tumours,830,07-09-2018
Mylan Discloses its Previous Acquisition of Worldwide Rights to Commercialize Novartis' Products for $463M,833,07-09-2018
Exelixis' Cabometyx (cabozantinib) Recommended by the NCCN in its Clinical Practice Guidelines for advanced RCC despite of patient risk status,1196,10-09-2018
Xspray Pharma Reports Positive P-I Trial Results of HyNap-Dasa for the Treatment of Chronic Myeloid Leukemia (CML),1199,10-09-2018
Merck's (KEYTRUDA in combination with ALIMTA and Pt CT) Receives EU Approval for 1L mNonsq NSCLC with no EGFR or ALK Genomic Tumour,1205,10-09-2018
GSK's Nucala Proves to be Superior than AZ's Fasenra and Teva's Cinqair for the Treatment of Severe Eosinophilic Asthma,1283,11-09-2018
Elevian's Launch to Develop Medicines for Longevity and Age-Related Disorders,1286,11-09-2018
Medtronic Announces Onset of Onyx ONE Clear study in High Bleeding Risk Patients with Resolute Onyx DES,1317,11-09-2018
Merck's ZERBAXA Achieves 1EP of Non-Inferiority in P-III ASPECT-NP study for the Treatment of HABP or VABP in adults,1329,11-09-2018
Gilead and Galapagos NV Reports Filgotinib (JAK1i) achieve 1EP and 2EP in FINCH-2 P-III study for the Treatment of RA,1355,12-09-2018
Novartis Reports Real World Evidence from Psoriasis patients indicating Treatment to Exceed Beyond Clear Skin and safety,1358,12-09-2018
Regeneron and Sanofi Announces Acceptance of sBLA for PRALUENT's by the US for the Treatment of Reduction in MACE,1364,12-09-2018
Shire Receives EU's MAA for VEYVONDI for the Treatment of von Willebrand disease in adults,1369,12-09-2018
Gilead and Precision Biosciences Collaborates to Develop and Commercialize therapies for the Treatment of HBV using ARCUS Technology,1372,13-09-2018
Boehringer Ingelheim Acquires Vira Therapeutics Stakes for Development of Immuno- Oncology Viral Therapies,1378,13-09-2018
Celgene Reports Improvement in Patients with Moderate-to-Severe Plaque Psoriasis with OTEZLA in P-III ESTEEM trial,1381,13-09-2018
Regeneron Announces FDA Review Acceptance of EYLEA's sBLA for the treatment of Diabetic Retinopathy,1390,13-09-2018
VistaGen Therapeutics Acquires WW Rights for Pherin's PH94B nasal spray for the Treatment of Social Anxiety Disorder,1426,14-09-2018
Moleculin Reports Dosing of Novel Brain Cancer Drug WP1066 in P-I trial for the treatment of Brain Tumor,1446,14-09-2018
Allergen Announces Acquisition of Bonti for its Two Aesthetic and Therapeutic Products,1614,17-09-2018
Teva's AJOVY Receives FDA Approval for the Treatment of Migraine in Adults with Monthly and Quarterly Dosing,1631,17-09-2018
Institut Curie Announces formation of Honing Biosciences for the Development of Cell Therapies in Cancer and Chronic Diseases,1638,17-09-2018
"Leo Pharma and MorphoSys Expands Their Existing Collaboration of Antibody-Based Therapies in Dermatology, to Peptide-Derived Therapeutics",1644,18-09-2018
AstraZeneca Reports Results of Fasenra in BORA P-III Extension trial for the Treatment of Severe Eosinophilic Asthma,1659,18-09-2018
Pfizer and Atomwise Signs an Evaluation Agreement to Identify Potential Drug for Target Proteins Using AI Technology,1682,18-09-2018
Cipher Pharmaceuticals Signs Exclusive License Agreement with Moberg Pharma for Commercialization of MOB-015 for Canada,1693,18-09-2018
Almirall's Ilumetri Receives EU Approval for the Treatment of Moderate-To-Severe Chronic Plaque Psoriasis in Adults,1708,19-09-2018
Novo Nordisk Launches a 24/7 Online Chatbot Specifically for People with Diabetes,1723,19-09-2018
Cancer Genetics Announces Acquisition of NovellusDx to Expand its Oncology Platform,1760,19-09-2018
LEO Science &amp; Tech Hub Announces Collaboration with Epicore to Explore the Use of Wearable Sweat Sensors,1783,19-09-2018
Takeda signs a Co-Development Agreement with Molecular Templates for CD38-Targeted Engineered Toxin Bodies(ETBs) for Multiple Myeloma,1813,20-09-2018
Hironic Receives US FDA Approval for AFit Laser Acne Device to Treat Acne,1827,20-09-2018
Mylan Receives EU Marketing Approval for Adalimumab Biosimilar â€œHulioâ€,1872,20-09-2018
Medtronic Acquires Mazor Robotics for $1.64B or $1.34B to Transform Spinal Technologies and Improve Outcomes,1930,21-09-2018
Amicus Therapeutics Acquires Celenex for its Ten Gene Therapy Programs,1934,21-09-2018
Sandoz's Biosimilar Pegfilgrastim Receives CHMP Approval for Febrile Neutropenia,1950,21-09-2018
Bayer's BAY94-9027 Receives CHMP Approval for the Treatment of Haemophilia A aged â‰¥12yrs.,2082,24-09-2018
Sun Pharma's Ilumya Receives Australian Therapeutic Goods Administration (TGA) Approval for the Treatment of Moderate-to-Severe Plaque Psoriasis,2100,24-09-2018
Enesi Pharma Signs a Cooperative R&amp;D Agreement (CRADA) with the Walter Reed Army Institute of Research (WRAIR) for Shigella's vaccine development,2107,24-09-2018
Gilead's subsidiary Asegua Therapeutics Plans to Launch Authorized Generic Versions in the US of Epclusa &amp; Harvoni for the Treatment of Chronic Hepatitis C,2143,24-09-2018
Mylan Collaborated with Atomo Diagnostics for Commercialization of HIV Rapid Diagnostic tests for Low and Middle-Income Countries,2150,25-09-2018
"Amgen and Astellas' Blincyto (blinatumomab, BiTE) Receives Japanese Marketing Approval for Treatment of R/R B-cell Acute Lymphoblastic Leukemia(ALL)",2157,25-09-2018
"Immuntep, Collaborates with Merck KGaA and Pfizer for Clinical Trial and Supply Agreement for Eftilagimod Alpha with Avelumab",2175,25-09-2018
Stemcell Technologies and Brigham and Women's Hospital Signs Exclusive License Agreement for Kidney Organoid Technology,2182,25-09-2018
Tris Pharma Acquires Pfizer's NextWave Pharmaceuticals for its Two ADHD Treatments,2220,26-09-2018
CSPC Pharmaceutical Signs Exclusive License Agreement with Verastem Oncology to Develop and Commercialize Copiktra in China,2228,26-09-2018
Agilent Technologies Acquires ACEA Biosciences to Strengthen Platform and Capabilities in Cell Analysis,2233,26-09-2018
Alexion to Acquire Syntimmune for antibody therapeutics targeting the neonatal Fc receptor (FcRn),2241,27-09-2018
Lyra Therapeutics (Formally 480 Biomedicals) Developing Innovative Therapeutics for ENT Diseases Raises $29.5mn in Series B,2249,27-09-2018
Samsung Bioepis' BLA for SB5 Adalimumab Biosimilar Accepted for Review by the US FDA,2258,27-09-2018
Lilly Receives FDA Approval for Emgality (galcanezumab-gnlm) for Preventive Treatment of Migraine in Adults,2265,28-09-2018
Novartis Signs a License and Collaboration Agreement with Cellular Biomedicine Group (CBMG) for CAR-T Cell Therapy in China,2270,28-09-2018
Janssen Terminates Development and Commercialization Agreement with Geron for Imetelstat,2289,28-09-2018
Salix Signs an Exclusive Co-Promotion Agreement for Dova's Doptelet in the US,2297,28-09-2018
Pfizer's Vizimpro (Dacomitinib) Receives the US FDA Approval for 1L Treatment of mNSCLC with Epidermal Growth Factor Receptor (EGFR),2300,28-09-2018
Roche Acquires Tusk Therapeutics for $81. 24 M (â‚¬70M) for Its Novel Antibody,2317,01-10-2018
Teva Launches Exclusive First-to-File Generic Version of Cialis in the US,2327,01-10-2018
Taro Terminates License and Co-Development Agreement with NovaBiotics for Novexatin,2348,01-10-2018
Hologic Acquires Focal Therapeutics for $125M to Strengthen its Breast Surgery Platform,2363,03-10-2018
GSK and Hitachi Chemical Signs a Three-year Agreement for T-cell Therapy,2367,03-10-2018
Insmed Receives FDA Approval of Arikayce to Treat Mycobacterium Avium Complex (MAC) Lung Disease in Adults,2368,03-10-2018
Merck Partnered with Dragonfly for Development and Commercialization of Immunotherapies for $695M,2369,03-10-2018
Alnylam Launches Novel RNAi Therapeutic Onpattro (patisiran) in Germany,2381,03-10-2018
Novartis Signs License and Equity Investment Agreement with Boston Pharmaceuticals,2398,03-10-2018
Gilead Reports Results of Biktarvy for the Treatment of HIV-1 in Adults (Treatment Naive),2411,04-10-2018
Celyad Signs an Exclusive License Agreement with Horizon Discovery for its shRNA Technology,2421,04-10-2018
Lilly Reports Results of Dual GIP and GIP-1 Receptor Agonist with Reduction in HbA1c and Body Weight,2432,04-10-2018
Roche's Hemlibra Receives the US FDA Approval for Haemophilia A Without Factor VIII Inhibitors,2465,05-10-2018
Janssen Signs Exclusive Worldwide Agreement with Arrowhead for $3.7B,2476,05-10-2018
Novartis Announces Acceptance of its Novel Siponimod (BAF312) by the US FDA and EMA,2515,08-10-2018
AbbVie's Orilissa (elagolix) Receives Health Canada Approval to Treat Moderate-to-Severe Pain Associated with Endometriosis,2523,08-10-2018
Merck's Gardasil 9 Receives FDA's Expanded Label Approval for Prevention of HPV Related Disorders,2536,08-10-2018
Regeneron to Present Results of Libtayo (cemiplimab) for Six Tumor Indications at ESMO 2018,2546,09-10-2018
Celgene Reports Otezla (apremilast) Achieve 1EP in P-III STYLE Study to Treat Moderate-to-Severe Scalp Psoriasis,2551,09-10-2018
Roche to Present Positive Results of Cancer Immunotherapy Programmes at ESMO 2018,2560,09-10-2018
"MVP and Daiichi Signs Exclusive Distribution and License Agreement for Penthrox in China, Thailand, Vietnam",2578,09-10-2018
Roche to Present Results of P-III Trial for Ocrevus (ocrelizumab) at ECTRIMS 2018,2586,10-10-2018
Novartis Reports Positive Results of P-II SUSTAIN study for Crizanlizumab (SEG101) to Treat Sickle Cell Disease (SCD),2593,10-10-2018
Therachon Acquires GLyPharma Therapeutic to Expand its Rare Disease Portfolio,2601,10-10-2018
Eli Lily and Boehringer Ingelheim's (BI) Jardiance (empagliflozin) Shows to Increase Life Span in Adults withT2D and Cardiovascular Disorders ,2620,10-10-2018
"Celltrion and Teva Announces Approval Recommendations for CT-P10's (rituximab, biosimilar) BLA from the US FDA ODAC",2627,11-10-2018
Roche and Ionis Collaborates to Develop Ionis's IONIS-FB-LRx to Treat Complement-Mediated Diseases for $760M,2635,11-10-2018
Mundipharma Acquires Cinfa Biotech for Expansion of its Biosimilar Portfolio,2653,12-10-2018
Sandoz Signs a Non-Exclusive License Agreement with AbbVie for IPR of its Humira (adalimumab) for Major EU Countries,2663,12-10-2018
Lilly and Metastatic Breast Cancer Advocates Reports a RWE and Launches 'Thriver Movement' #MoreforMBC,2667,12-10-2018
Roche Global Launch NGS AVENIO Tumor Tissue Analysis Kits,2678,15-10-2018
Merck Terminates Development and Commercialization Deal with Samsung Bioepis for Lusduna Nexvue (insulin glargine),2682,15-10-2018
Roche Reports Kadcyla (trastuzumab emtansine) vs Herceptin (trastuzumab) Achieve 1EP in P-III KATHERINE study,2692,15-10-2018
Sarepta Signs an Exclusive Global (Except EU) License Agreement with Lysogene for LYS-SAF302 to Treat MPS IIIA,2699,16-10-2018
"Amgen Launches Amgevita (adalimumab, biosimilar) in EU to Treat Inflammatory Diseases post EMA Approval in Feb 2017",2703,16-10-2018
Novartis Reports Results of Five-year P-III MEASURE 1 and FUTURE 1 study for AS and PsA,2707,16-10-2018
Google Developed AI System for Easy Detection of Last Stage Breast Cancer with 99% Accuracy,2711,16-10-2018
AstraZeneca's Lynparza (olaparib) Receives Fourth FDA's Orphan Drug Designation to Treat Pancreatic Cancer,2715,16-10-2018
Regeneron's Dupixent (Dupilumab) Achieves 1EP &amp; 2EP in two P-III trial for Inadequately-Controlled Chronic Rhinosinusitis with Nasal Polyps (CRSwNP),2719,16-10-2018
Ferring Signs a Research Colllaboration with Evotec to Develop Novel Small Molecule Therapies,2724,17-10-2018
Voyager to Present Preclinical Data of VY-HTT01 &amp; VY-SOD102 at ESGCT 2018,2728,17-10-2018
"Samsung Biogen Launches Imraldi (adalimumab, biosimilar) in EU for 14 Autoimmune Conditions",2734,17-10-2018
Novartis to Acquire Endocyte for Expansion of its Investigational Radioligand Therapy (RLT) Platform,2748,18-10-2018
Axsome Therapeutics Receives FDA's Orphan Drug Designation for AXS-12 (reboxetine) to Treat Narcolepsy,2752,18-10-2018
Allergan Announces Completion of UBR-MD-04 &amp; 3110-105-002 Study for Treatment of Migrane,2756,18-10-2018
Eiger Pharmaceuticals Reports Results of Lambda in P-II LIMT (Lambda MonoTx) Study in Hepatitis Delta Virus (HDV) Infection,2760,18-10-2018
Janssen Pharmaceuticals (J&amp;J) Receives Health Canada's Approval for Invokana (canagliflozin) in MACE Reduction,2764,18-10-2018
Mylan Launches MPA Injectable Suspension for Prevention of Pregnancy in the US,2768,20-10-2018
Abbott Receives FDA's Approval for its HeartMate 3 Left Ventricular Assist Device (LVAD) in Patients with Advance Heart Failure,2795,22-10-2018
Roche Reports Results of P-III IMpower130 study of Tecentriq (atezolizumab) for 1L Treatment in Advance NSCLC,2800,22-10-2018
AstraZeneca &amp; Merck Reports P-III SOLO-1 Trial Results of Lynparza (olaparib) for 1L+ Treatement in Advance BRCAm Ovarian Cancer at ESMO18,2808,22-10-2018
Biogen and UCB Reports Results of Dapirolizumab Pegol (DZP) in A P-IIb study for Systemic Lupus Erythematosus (SLE),2816,23-10-2018
Novartis Reports Publication of P-IIIb LIBERTY study's Results of Aimovig (erenumab) in The Lancet,2821,23-10-2018
Astrazeneca Expands Existing Deal with Innate Pharma to Strengthen its Oncology Pipeline,2825,23-10-2018
Lilly Reports Results of Taltz (ixekizumab) in P-III COAST-V and COAST-W trials for Ankylosing Spondylitis (AS),2829,23-10-2018
Alcon (Novartis Division) Plans to Develop SMART Suite Equipment for Improved Cataract Surgery,2833,23-10-2018
Omeros' OMS721 Receives FDA's ODD to Treat Hematopoietic Stem Cell Transplant-Associated Thrombotic Microangiopathy (HSCT-TMA),2839,24-10-2018
"Takeda Globally Signs Licensing, Co-Development &amp; Co-Promotion Agreement with Enterome for its EB8018 Candidate",2844,24-10-2018
LEO Pharma Signs License and Research Collaboration with Zymeworks to Develop Novel Bispecific Abs,2850,24-10-2018
"Amgen Collaborates with Orion for Commercialization of Amgevita (adalimumab, biosimilar) in Finland",2862,25-10-2018
Orion's Darolutamide Achieves 1EP in P-III ARAMIS study in Men with Non-Metastatic Castration-Resistant Prostate Cancer (nmCRPC),2866,25-10-2018
Pfizer Reports Improved Results of P-III OA (A4091056) Study of Tanezumab in Patients with Osteoarthritis (OA),2870,25-10-2018
"Axovant Reports Dosing of its First Patient in AXO-Lenti-PD study for Parkinson's Disease at NIHR, UCLH",2874,25-10-2018
AstraZeneca Reports Results of Lokelma (sodium zirconium cyclosilicate) in P-III HARMONIZE trial in Patients with Hyperkalaemia,2882,26-10-2018
"Seattle Genetics Reports Multiple Results of Adcetris (Brentuximab Vedotin) in P-III ECHELON-1, P-I/II, P-II and P-III AETHERA study in Patients with Hodgkin Lymphoma at ISHL 2018",2898,26-10-2018
Esperion Reports Results of Bempedoic Acid in P-III Study 2 or 1002-047 for Patients with ASCVD or HeFH,2909,29-10-2018
Novartis &amp; Pfizer Enter into a Clinical Development Collaboration to Treat Non-Alcoholic Steatohepatitis (NASH),2923,29-10-2018
ProQR Signs Exclusive Worldwide License Agreement with Ionis for IONIS-RHO-2.5 Candidate (now QR-1123),2932,30-10-2018
Jazz Receives FDA Approval for Xyrem's (sodium oxybate) sNDA to Treat Cataplexy or Excessive Daytime Sleepiness in Pediatric Patients with Narcolepsy,2943,30-10-2018
AstraZeneca Divests Rights of its Nexium and Vimovo Product to Grunenthal,2949,30-10-2018
Astellas' Xtandi (enzalutamide) Receives EU's Approval for Men with High-Risk Non-Metastatic Castration-Resistant Prostate Cancer (nmCRPC),2953,30-10-2018
"Gilead Reports Results of Biktarvy (Bictegravir, Emtricitabine, Tenofovir Alafenamide) in P-III Study 1490 for Patients with HIV-1",2964,30-10-2018
Mirati Therapeutics Announces IND Submission of MRTX849 to Treat NSCLC &amp; CRC,2971,31-10-2018
Roche Licenses Halozyme's ENHANZE Technology for ~$190M for the Development of Therapeutic Targets,2975,31-10-2018
Janssen's (J&amp;J) Invokana (canagliflozin) Receives FDA Approval for MACE events in Adults with T2D,2979,31-10-2018
"Biocardia, CellProThera &amp; SlngXpand Collaborates to Develop and Commercialize CD34+ Stem Cells in Singapore for Myocardial Infarction",2987,31-10-2018
"Lupin Recalls its 6,752 Testosterone Bottles from the US market",3046,05-11-2018
Coherus' Udenyca (pegfilgrastim-cbqv) Receives the US FDA Approval for Patients Receiving Myelosuppressive Chemotherapy,3051,05-11-2018
"Boehringer Ingelheim (BI) &amp; Eli Lilly Reports RWE Results of Jardiance (empagliflozin) in EMPRISE study, Presented at AHA 2018",3061,05-11-2018
Abeona Signs Exclusive License Agreement with Regenxbio to Develop and Commercialize NAV AAV9 vector,3069,06-11-2018
"Merck Signs a Clinical Trial Collaboration with FLX Bio, for a Combination Therapy",3083,06-11-2018
"Regeneron and Sanofi Reports Results of Praluent (alirocumab) in ODYSSEY OUTCOMES study in Patients with MACE events, Presented at AHA 2018",3091,12-11-2018
AstraZeneca Announces Acceptance of Priority Review of Lynparza's (olaparib) sNDA by FDA in Patients with BRAC-Mutated Advance Ovarian Cancer,3098,12-11-2018
Merck's Keytruda (pembrolizumab) Receives FDA Approval for the Treatment of Hepatocellular Carcinoma (HCC),3107,12-11-2018
Roche Reports Acceptance of sBLA from FDA for its Tecentriq (atezolizumab) + Abraxane (nab-paclitaxel) for 1L Metastatic Triple- Negative Breast Cancer (TNBC),3116,13-11-2018
BioTime Acquires Asterias Biotherapeutics with Two of its Clinical Stage Cell Therapy Candidates,3123,15-11-2018
Merck Reports Initiation of BLA Filling for V920 (rVSVâˆ†G-ZEBOV-GP) Under FDA for Ebola Zaire,3137,14-11-2018
