Title (News Shots) ,ID,Date
Chi-Med and BeiGene Collaborate to Evaluate the Combinations of Surufatinib and Fruquintinib with Tislelizumab for Solid Tumors,33735,26-05-2020
NeoGenomics Collaborates with Inivata to Commercialize InVisionFirst-Lung Liquid Biopsy Test in the US,33744,26-05-2020
Merck Reports Three Major Initiatives Focusing on Developing Vaccine Against COVID-19,33759,26-05-2020
Algernon Reports Submission of IND to the US FDA for Ifenprodil to Treat COVID-19,33767,26-05-2020
Boehringer Ingelheim and Lilly Collaborate with DCRI for Evaluating Jardiance (empagliflozin) in a Pragmatic EMPACT-MI Study,33779,26-05-2020
Shionogi to Acquire Tetra Therapeutics for ~$500M,33798,27-05-2020
Glenmark to Initiate P-III Clinical Study Evaluating the Combination Therapy for Hospitalized Patients with COVID-19 in India,33808,27-05-2020
Roche Reports Results of Port Delivery System with Ranibizumab in P-III Archway Study for Neovascular Age-Related Macular Degeneration,33834,27-05-2020
Sanofi's Dupixent (dupilumab) Receives the US FDA's Approval as First Biologic for Children Aged 6-11 Years with Moderate-to-Severe Atopic Dermatitis,33847,27-05-2020
BMS Signs an Exclusive Worldwide Agreement with Repare Therapeutics to Identify Multiple Precision Oncology Therapies,33864,27-05-2020
Eli Lilly and Junshi to Initiate Clinical Trials of COVID-19 Antibody in Q2'2020,33882,27-05-2020
Gilead Signs a Ten Years Agreement with Arcus to Co-Develop and Co-Commercialize Next-Generation Cancer Immunotherapies,33898,28-05-2020
Roche Initiates P-III REMDACTA Study Evaluating Actemra (tocilizumab) + Remdesivir for Hospitalized Patients with Severe COVID-19 Pneumonia,33910,28-05-2020
Roche's Ocrevus (ocrelizumab) Shorter 2-Hour Infusion Time Receives EMA's Approval for Relapsing or Primary Progressive Multiple Sclerosis,33918,28-05-2020
AcelRx Amends its Agreement to Acquire Tetraphase Pharmaceuticals,33940,28-05-2020
"Fresenius Kabi Reports the US FDA's Acceptance of BLA for its MSB11455 (biosimilar, pegfilgrastim)",33966,28-05-2020
Atriva to Initiate P-II Clinical Study Evaluating ATR-002 for Treatment of Patients with COVID-19,33986,28-05-2020
AstraZeneca Signs an Agreement with Serum Institute to Supply 1B Doses of Oxford University's COVID-19 Vaccine,34045,05-06-2020
"Fresenius Kabi Signs an Agreement with Medec to Commercialize IDACIO (adalimumab, biosimilar) in Germany",34056,29-05-2020
Eli Lilly's Tauvid (flortaucipir F 18) Receives the US FDA's Approval as the First Drug to Image Tau Pathology in Patients Being Evaluated for Alzheimer's Disease,34064,29-05-2020
Roche Reports Updated Data of Alecensa in P-III ALEX Study for Patients with ALK-Positive Non-Small Cell Lung Cancer,34066,29-05-2020
"JHL Biotech Reports Dosing of its First Patient with JHL1266 (biosimilar, denosumab) in P-I Study in Australia",34067,18-05-2020
European Commission Waives the Takeda's Commitment to Obtain Clearance on Shire's Acquisition,34084,29-05-2020
"Celltrion Launches its Third Biosimilar Truxima (biosimilar, rituximab) in Brazil",34090,27-05-2020
Genmab Reports Results of Daratumumab Based Combination Therapy in P-III ANDROMEDA Study for Light-chain Amyloidosis,34094,29-05-2020
Amgen Reports Clinical Data of AMG 510 in CodeBreaK 100 Study for Multiple Solid Tumors #ASCO20,34111,01-06-2020
Celltrion and MSD Report Results of First-Line Triplet Regimen P-I/II PANTHERA trial in Patients with HER2-Positive Advanced Gastric Cancer,34117,27-05-2020
AbbVie Signs a Worldwide License Agreement with Jacobio to Advance SHP2 Inhibitors,34120,01-06-2020
Merck KGaA and Pfizer's Bavencio (avelumab) Demonstrates the Potential in Gestational Trophoblastic Tumors #ASCO20,34129,01-06-2020
Seattle Genetics Report Updated Results of Tukysa (tucatinib) in HER2CLIMB Study for Patients with HER2-Positive Breast Cancer with Stable or Active Brain Metastases #ASCO20,34137,01-06-2020
Mycenax Signs an Agreement with Gedeon Richter for LusiNEX,34140,28-05-2020
"Daewon Pharmaceutical Launches its Terrosa (biosimilar, teriparatide) to Treat Osteoporosis",34152,26-05-2020
Merck's Reports Results of Keytruda (pembrolizumab) in P-III KEYNOTE-177 for Patients with MSI-H Colorectal Cancer #ASCO20,34201,01-06-2020
Takeda to Present Results of Iclusig (ponatinib) in P-II OPTIC Study for Chronic Myeloid Leukemia in the Chronic Phase at ASCO and EHA #ASCO20,34205,01-06-2020
AstraZeneca Reports Results of Tagrisso (osimertinib) in P-III ADAURA study for EGFR-Mutated Lung Cancer #ASCO20,34213,01-06-2020
AstraZeneca and Daiichi Sankyo Provide Updates of Enhertu (fam-trastuzumab deruxtecan-nxki) in HER2-Positive Metastatic Colorectal Cancer and HER2-Mutant Non-Small Cell Lung Cancer #ASCO20,34223,01-06-2020
Eli Lilly Initiates the World's First Clinical Study to Evaluate the Potential of COVID-19 Antibody Treatment in Humans,34232,02-06-2020
"Mylan and Lupin Receive EC's MAA for Nepexto (biosimilar, etanercept)",34248,04-06-2020
Inovio to Initiate P-I/II Study of INO-4800 Against COVID-19 in South Korea,34260,04-06-2020
AstraZeneca Signs Exclusive Worldwide License Agreement with Accent for RMP-Targeting Therapies,34274,04-06-2020
Roche's Elecsys IL-6 Test Receives the US FDA's EUA to Identify Patients at High Risk of Severe Inflammatory Response with COVID-19,34293,04-06-2020
Formycon To Update on its Biosimilar Programs,34295,15-05-2020
Celltrion Anticipates the Launch of Insulin Pen Biosimilar by 2025,34306,03-06-2020
Lilly Reveals New Data for Olumiant (baricitinib) to Treat Rheumatoid Arthritis and Systemic Lupus Erythematosus #EULAR,34314,03-06-2020
Eli Lilly to Present Data of Taltz (ixekizumab) for Patients with Psoriatic Arthritis at EULAR 2020 #EULAR,34319,03-06-2020
Personalis Collaborates with Sarepta Therapeutics on Immune Response to Precision Genetic Therapeutics,34325,03-06-2020
The US FDA Extends Review of sBLA of Ofatumumab (OMB157) for Patients with Relapsing Multiple Sclerosis,34329,03-06-2020
Intravacc and EpiVax Collaborate to Develop an Emerging Vaccine for COVID-19,34334,03-06-2020
Y-mAbs Reports the US FDA's Acceptance of Priority Review for Danyelza's (naxitamab) BLA to Treat Neuroblastoma,34342,03-06-2020
Regeneron and Intellia Expand Their 2016 Collaboration to Develop CRISPR/CAS9 Based Therapies,34345,02-06-2020
Sanofi's Sarclisa (isatuximab) Receives EC's Approval for adults with Relapsed and Refractory Multiple Myeloma,34348,02-06-2020
Roche's Tecentriq + Avastin Receives the US FDA's Approval for Unresectable or Metastatic Hepatocellular Carcinoma,34353,02-06-2020
Revance and Mylan to Advance Development Program for a Proposed Biosimilar to BOTOX,34356,02-06-2020
"Henlius and Accord Receive CHMP's Positive Opinion for its HLX02 (biosimilar, trastuzumab)",34359,02-06-2020
Melinta Therapeutics to Acquire Tetraphase Pharmaceuticals,34386,05-06-2020
Novartis Reports Results of Enerzair Breezhaler (QVM149) in P-IIIb ARGON Study to Treat Uncontrolled Asthma,34414,05-06-2020
AstraZeneca in Talks with Gilead for a Megamerger,34434,08-06-2020
AbbVie Enters into a Collaboration to Develop Monoclonal Antibody Therapy for Preventing COVID-19,34443,08-06-2020
Oxford Biomedica Signs a Five-Year Agreement with the Vaccines Manufacturing and Innovation Centre (VMIC) for (VMIC),34458,08-06-2020
AstraZeneca Reports Results of Calquence (acalabrutinib) in CALAVI Study for Hospitalized COVID-19 Patients,34464,08-06-2020
Eli Lilly to Initiate P-I Study of its Second Antibody Treatment Against COVID-19,34474,08-06-2020
Alphamab Oncology Signs an Agreement with Sanofi for KN026,34485,09-06-2020
Roche Signs an Agreement with Innovent to Develop Therapies for Hematological and Solid Cancers,34493,09-06-2020
Astellas Reports Results of Roxadustat in P-III DOLOMITES Study to Treat Anemia in Non-Dialysis Dependent Adult Patients with Chronic Kidney Disease,34500,09-06-2020
Mallinckrodt Reports Completion of BLA Submission to the US FDA for StrataGraft to Treat Deep Partial-Thickness Thermal Burns in Adults,34508,09-06-2020
Eli Lilly Reports Dosing of its First Patient with Tirzepatide in P-III SURPASS-CVOT Study for Cardiovascular Outcomes,34516,09-06-2020
Eli Lilly Signs Five-Years License Agreement with Evox Therapeutics for its DeliverEX Platform,34526,09-06-2020
Denali and Sanofi Provide Update on its RIPK1 Program,34537,10-06-2020
"Sandoz Receives Health Canada's Approval to Launch Ziextenzo (biosimilar, pegfilgrastim) and Riximyo (biosimilar, rituximab) in Canada",34546,10-06-2020
AstraZeneca Plans to Advance the Combination of Neutralizing Antibody for COVID-19 into Clinical in Next Two Months,34552,10-06-2020
AbbVie Collaborates with Genmab to Develop and Commercialize Therapies for Cancer Worth Over $3B,34560,10-06-2020
BMS Signs a Clinical Trial Collaboration with UbiVac to Evaluate the Triplet Therapy for Advanced Triple Negative Breast Cancer,34566,10-06-2020
Takeda Signs an Exclusive License and Research Agreement with Debiopharm to Develop Novel Microbiome Therapeutics for the Gastrointestinal Disorders,34575,10-06-2020
Dexcom's Glucose Monitoring Wearable System Receives CE Mark in the Europe,34579,10-06-2020
Johnson &Johnson to Initiate P-I/IIa Clinical Study of its COVID-19 Vaccine in July,34593,11-06-2020
RedHill Biopharma Reports the Submission of CTA for P-II/III Study Evaluating Opaganib Against COVID-19 in Russia,34602,11-06-2020
Cipla to Acquire 21.85% Stake in GoApptiv for ~$1.2M,34611,11-06-2020
BMS' Opdivo (nivolumab) Receives the US FDA's Approval for Advanced Esophageal Squamous Cell Carcinoma,34620,11-06-2020
Sorrento Submits EUA to the US FDA for its COVI-TRACK Test to Detect COVID-19,34638,11-06-2020
"Pfizer Receives the US FDA's Approval for its Nyvepria (biosimilar, pegfilgrastim)",34648,11-06-2020
"Celltrion to Evaluate Remsima (biosimilar, infliximab) Against COVID-19 in the UK",34653,11-06-2020
Novo Nordisk to Acquire AstraZeneca's Spin-off Corvidia for ~$2.1B,34671,12-06-2020
"Mylan and Biocon Receive the US FDA's Approval for Semglee (biosimilar, insulin glargine)",34719,12-06-2020
Moderna to Initiate P-III Study of its mRNA-1273 Against COVID-19 in July 2020,34731,12-06-2020
Lannett to Submit Biosimilar Application to the US FDA for its Insulin Glargine by the End of 2022,34739,12-06-2020
Regeneron Initiates its First Clinical Study of Antibody Cocktail for the Treatment and Prevention of COVID-19,34747,12-06-2020
Takeda to Divest OTC and Select Non-core Assets to Celltrion for ~ $278M,34756,12-06-2020
Medtronic Receives CE Mark for MiniMed 780G Insulin Pump to Treat Type 1 Diabetes,34764,12-06-2020
AstraZeneca To Supply 400M Doses of Vaccines to IVA by the End of 2020,34789,15-06-2020
Gilead Signs a License Agreement with Zydus and Dr. Reddy's for Remdesivir to Treat COVID-19,34799,15-06-2020
Eli Lilly Initiates P-III Study Evaluating Baricitinib in Hospitalized Patients with COVID-19,34808,15-06-2020
Merck's Gardasil 9 Receives the US FDA's Approval to Prevent HPV-Related Head and Neck Cancers,34825,15-06-2020
Foundation Medicine Acquires Lexent to Expand its Liquid Biopsy Platforms,34839,15-06-2020
AstraZeneca Signs an Agreement with Catalent to Manufacture AZD1222 for COVID-19,34856,16-06-2020
Akili's EndeavorRx Receives the US FDA's Approval as the First Game-Based Digital Therapeutic to Improve Attention Function in Children with ADHD,34871,16-06-2020
Celltrion Anticipates the Launch of its POCT Kit for COVID-19 in July 2020,34879,16-06-2020
Bayer and MassBio to Launch Joint Mentoring Program to Foster Startups in Asia,34884,16-06-2020
"Celltrion Report Results of Truxima (biosimilar, rituximab) Based Regimen in P-II Study for R/R Aggressive B-cell Lymphoma #EHA25",34891,16-06-2020
Sun Pharma Signs a License Agreement with Hikma for Ilumya (tildrakizumab) in MENA Regions,34905,16-06-2020
Takeda and Neurocrine Collaborate for Seven Neuro Programs Worth Up to $2B,34946,17-06-2020
Merck and Pfizer Report Results of Steglatro (ertugliflozin) in P-III VERTIS CV Study for Type 2 Diabetes and Atherosclerotic Cardiovascular Disease,34984,17-06-2020
GSK Signs a Synthetic Lethality Cancer Agreement with Ideaya for ~$170M,34987,17-06-2020
Novartis' Cosentyx (secukinumab) Receives the US FDA's Approval for Active Non-Radiographic Axial Spondyloarthritis,35023,17-06-2020
Sanofi Report Results of Avalglucosidase alfa in P-III COMET Study for Late Onset Pompe Disease,35031,17-06-2020
Deciphera Pharmaceuticals' Qinlock (ripretinib) Receives the US FDA's Approval to Treat 4L Gastrointestinal Stromal Tumor,35036,15-05-2020
Zionexa And Petnet Solutions' Cerianna (Fluoroestradiol F 18) Receive the US FDA's Approval for Advancing Treatments in Metastatic Breast Cancer Patients,35037,28-05-2020
Amivas's Artesunate Receives the US FDA's Approval for Treatment of Severe Malaria,35038,27-05-2020
Tolmar's Fensolvi Received the US FDA's Approval to Treat Pediatric Patients Two Years of Age and Older withntral Prec Ceocious Puberty (CPP),35039,04-05-2020
AstraZeneca Signs an Agreement with Cobra Biologics for Vaccines Against COVID-19,35061,17-06-2020
Gilead to Initiate P-II/III Study Evaluating Remdesivir in Pediatric Patients Hospitalized With COVID-19,35083,18-06-2020
Roche Reports Results of Tecentriq + CT in P-III IMpassion031 Study for Patients with Early Triple-Negative Breast Cancer,35094,18-06-2020
Samsung Launches a Blood Pressure Monitoring App in South Korea,35101,18-06-2020
AstraZeneca Collaborates with Gendius to Provide Diabetes Management Support for Patients in the GCC,35106,18-06-2020
Genmab and Janssen's Darzalex Faspro (daratumumab and hyaluronidase-fihj) Receive the US FDA's Approval to Treat Multiple Myeloma in Adults,35122,01-05-2020
Merck's Keytruda (pembrolizumab) Receives the US FDA's Approval as Monotherapy for Patients with Unresectable or Metastatic Tumor Mutational Burden-High Solid Tumors,35125,18-06-2020
Dr. Reddy's Elyxyb (celecoxib oral solution) Receives the US FDA's Approval for Acute Treatment of Migraine with or Without Aura in Adults,35128,06-05-2020
Sunovion Pharmaceutical's Kynmobi (apomorphine hydrochloride) Receives the US FDA's Approval to Treat Parkinson's Disease Off Episodes,35137,21-05-2020
PRA Collaborates with Microsoft to Foster COVID-19 Monitoring,35143,18-06-2020
Astellas' VESIcare LS (solifenacin succinate) Receives the US FDA's Approval to Treat Neurogenic Detrusor Overactivity (Ndo) In Pediatric Patients Aged 2 Years and Older,35145,27-05-2020
AbbVie and Neurocrine's Oriahnn Receive the US FDA's Approval as the First Oral Therapy for the Management of Heavy Menstrual Bleeding Due to Uterine Fibroids in Pre-menopausal Women,35155,29-05-2020
AbbVie Signs an Exclusive Worldwide Option and License Agreement with Alpine to Develop and Commercialize ALPN-101,35171,19-06-2020
Roche and Cipla Expand Their 2018 Agreement to Improve Access of Oncology Therapies in India,35187,19-06-2020
RedHill Expands its P-II/III Study Evaluating Yeliva (opaganib) Against COVID-19 in Italy and UK,35201,19-06-2020
"Innovent Receives the NMPA's Approval for Byvasda (biosimilar, bevacizumab) to Treat Non-Small Cell Lung Cancer and Metastatic Colorectal Cancer in China",35223,19-06-2020
Pfizer and Sangamo's Giroctocogene Fitelparvovec (SB-525) Demonstrate Positive Effect in P-I/II Alta Study for Hemophilia A,35249,19-06-2020
Ultragenyx and Kyowa Kirin's Crysvita (burosumab) Receive the US FDA's Approval for the Treatment of Tumor-Induced Osteomalacia,35265,19-06-2020
Glenmark Launches FabiFlu (favipiravir) as the First Oral Medication to Treat Mild to Moderate COVID-19 in India,35319,22-06-2020
Merck KGaA and Pfizer Report EMA's Validation for Bavencio (avelumab) as a 1L Treatment for Locally Advanced or Metastatic Urothelial Carcinoma,35327,22-06-2020
Novartis Halts Clinical Trial Evaluating Hydroxychloroquine Against COVID-19 Due to Slow Enrollment,35334,22-06-2020
Cipla Launches Cipremi (remdesivir lyophilized powder for injection 100 mg) to Treat Patients with Severe COVID-19,35354,22-06-2020
Merck's Keytruda Receives the NMPA's Approval as a 2L Treatment for Locally Advanced or Metastatic Esophageal Squamous Cell Carcinoma,35364,22-06-2020
Gilead to Initiate P-I Study Evaluating Inhaled Version of Remedesivir Against COVID-19 in August 2020,35374,23-06-2020
Sanofi Expands its 2018 Collaboration with Translate Bio to Develop mRNA Vaccines Against Infectious Diseases,35385,23-06-2020
AbbVie Reports the US FDA's Acceptance of BOTOX's sBLA for Pediatric Patients with Neurogenic Detrusor Overactivity,35392,23-06-2020
ATAI Launches IntroSpect Digital Therapeutics to Foster Mental Health Care,35404,23-06-2020
BioInvent Reports the Enrollment of First Patient in P-I/IIa Study of BI-1206 + Keytruda for Solid Tumors,35417,23-06-2020
Schrodinger Expands its Drug Discovery Efforts Against COVID-19 Deploying Parallel Computing on Google Cloud,35426,23-06-2020
Sanofi Anticipates the Approval of its COVID-19 Vaccine by First Half of 2021,35438,24-06-2020
Gilead Holds an Exclusive Option to Acquire Pionyr Immunotherapeutics for ~$1.75B,35447,24-06-2020
Sarepta Signs a Two-Year Research and Option Agreement with Codiak for Up to Five Neuromuscular Targets,35463,24-06-2020
AstraZeneca Signs an Agreement with Symbiosis for Sterile Manufacturing of its AZD1222 Against COVID-19,35472,24-06-2020
The US FDA Launches Project Patient Voice to Share Patient-Reported Outcomes from Cancer Trials,35495,24-06-2020
FibroGen Report Enrollment of First Patient in P-II Study Evaluating Pamrevlumab in Patients Hospitalized with Acute COVID-19,35505,24-06-2020
CSL Behring to Acquire uniQure' Hemophilia B Candidate (AMT-061) for ~$2B,35523,25-06-2020
Merck Collaborates with Yumanity to Accelerate the Development of Two Therapies Targeting Neurodegenerative Diseases,35532,25-06-2020
AstraZeneca Reports Results of Breztri Aerosphere in P-III ETHOS Study to Treat COPD,35539,25-06-2020
Merck's Keytruda (pembrolizumab) Receives the US FDA's Approval for Patients with Recurrent or Metastatic Cutaneous Squamous Cell Carcinoma,35549,25-06-2020
Fulcrum Initiates P-III LOSVID Study Evaluating Losmapimod for Patients Hospitalized with COVID-19,35560,25-06-2020
Theravance Reports First Patient Dosing in a P-II Study of TD-0903 for Hospitalized Patients with Acute Lung Injury Associated with COVID-19,35578,25-06-2020
AbbVie Signs an Exclusive Research and Option to License Agreement with Sosei Heptares Targeting Inflammatory and Autoimmune Diseases,35613,26-06-2020
Zogenix's Fintepla (fenfluramine) Receives the US FDA's Approval for the Treatment of Seizures Associated with Dravet Syndrome,35621,26-06-2020
EMA Anticipates the EC's Conditional Marketing Authorization for Gilead's Remdesivir in Coming Week,35674,26-06-2020
Roche Launches uPath PD-L1 (SP263) Automated Digital Pathology Algorithm to Speed Up NSCLC Diagnosis,35698,26-06-2020
Sandoz Launches the Biosimilars Generation Campaign in Canada,35715,26-06-2020
Medtronic Receives the US FDA's Approval for its Percept PC Neurostimulator with BrainSense Technology,35735,26-06-2020
EMA's CHMP Recommends the Approval of Two Biosimilar Referencing Lilly's Forsteo (teriparatide) for the Treatment of Osteoporosis,35758,26-06-2020
Daiichi Sankyo in Talks with AstraZeneca for the Supply of AZD1222 to Combat COVID-19 in Japan,35781,29-06-2020
MHLW Approves Novartis' Five New Therapies Expanding its Footprints in Japan,35795,29-06-2020
Alexion's Ultomiris (ravulizumab) Receives EC's Approval for Atypical Hemolytic Uremic Syndrome,35800,29-06-2020
Roche's Enspryng (satralizumab) Receives MHLW's Approval for Neuromyelitis Optica Spectrum Disorder in Japan,35809,29-06-2020
"Samsung Bioepis' Aybintio (biosimilar, bevacizumab) Receives CHMP's Positive Opinion to Treat Multiple Cancer Indications",35814,29-06-2020
Gilead Unveils the Price of Remdesivir as $390 per Vial in Developed Countries,35825,30-06-2020
Abbott Integrates its CGM Technology with Tandem's Insulin Delivery System for Improving Diabetes Management,35834,30-06-2020
Bharat Biotech to Initiate Clinical Trials Evaluating Covaxin (India's First COVID-19 Vaccine) in July 2020,35841,30-06-2020
AstraZeneca and MSD's Selumetinib Receive MHLW's Orphan Drug Designation for Neurofibromatosis Type 1 in Japan,35867,30-06-2020
Roche's Phesgo (fixed-dose combination of Perjeta and Herceptin) Receives the US FDA's Approval for Early and Metastatic HER2-Positive Breast Cancer,35873,30-06-2020
"Celltrion's Remsima SC (biosimilar, infliximab) Receives CHMP's Positive Opinion for an Additional Five Indications Including Inflammatory Bowel Disease and Ankylosing Spondylitis",35882,30-06-2020
Takeda Collaborates with Carmine for Non-Viral Gene Therapies Worth Up to $900M,35897,01-07-2020
G1 Therapeutics and Boehringer Ingelheim Collaborate to Co-Promote Trilaciclib for Small Cell Lung Cancer in the US and Puerto Rico,35907,01-07-2020
Samsung Bioepis Reports the Initiation of P-III Study for SB15 Proposed Biosimilar to Eylea (aflibercept),35922,01-07-2020
Merck KGaA and Pfizer's Bavencio (avelumab) Receive the US FDA's Approval as a 1L Treatment for Locally Advanced or Metastatic Urothelial Carcinoma,35941,01-07-2020
Boston Scientific Receives the US FDA's 510(k) Clearance for its LUX-Dx Insertable Cardiac Monitor System,35954,01-07-2020
QurAlis Signs a License Agreement with Eli Lilly for its ALS Therapeutic Candidates,35965,01-07-2020
Pfizer and BioNTech Report Results of BNT162b1 mRNA-Based Vaccine in P-I/II Study Against COVID-19,35976,02-07-2020
Dr. Reddy's and GRA Collaborate with Fujifilm for Avigan (favipiravir) to Treat COVID-19 Outside Japan,35994,02-07-2020
Sorrento Selects T-VIVA-19 as a Targeted Protein Vaccine Candidate Against COVID-19,36001,02-07-2020
Janssen Receives EC's Approval for its Ebola Vaccine Dual Regimen,36007,02-07-2020
"Henlius Reports Positive Results of HLX04 (biosimilar, bevacizumab) in P-III Trial for Metastatic Colorectal Cancer",36013,16-06-2020
Yuhan Collaborates with GI Innovation for its Allergy Treatment Worth up to $1.2B,36020,02-07-2020
"Kyowa Kirin's FKB327 (biosimilar, adalimumab) Receives the MMA Approval in Japan",36024,29-06-2020
Biogen Signs a License Agreement with Massachusetts Eye and Ear to Develop Treatment for Inherited Retinal Disorder,36032,02-07-2020
Helsinn and MEI Terminate its P-III Study of Pracinostat for Patients with AML,36071,03-07-2020
Sarepta Signs an Exclusive Worldwide License with Hansa to Develop Imlifidase for Duchenne Muscular Dystrophy and Limb-Girdle Muscular Dystrophy,36083,03-07-2020
Sanofi and Regeneron's Kevzara (sarilumab) Fails in P-III Trial for Patients with COVID-19 in the US,36111,03-07-2020
