id,old_id,created_at
300,3749,07-12-2018 00:00
301,3757,07-12-2018 00:00
302,3764,05-12-2018 00:00
303,3776,05-12-2018 00:00
304,3788,05-12-2018 00:00
305,3793,05-12-2018 00:00
306,3798,07-12-2018 00:00
307,3815,10-12-2018 00:00
308,3824,10-12-2018 00:00
309,3830,10-12-2018 00:00
310,3850,11-12-2018 00:00
311,3857,11-12-2018 00:00
312,3875,11-12-2018 00:00
313,3886,11-12-2018 00:00
314,3894,12-12-2018 00:00
315,3909,12-12-2018 00:00
316,3922,18-01-2019 00:00
317,3930,18-01-2019 00:00
318,3943,16-01-2019 00:00
319,3950,17-01-2019 00:00
320,3966,17-01-2019 00:00
321,3967,17-01-2019 00:00
322,3968,17-01-2019 00:00
323,3969,16-01-2019 00:00
324,3970,16-01-2019 00:00
325,3972,16-01-2019 00:00
326,3973,15-01-2019 00:00
327,3974,15-01-2019 00:00
328,3975,15-01-2019 00:00
329,3976,15-01-2019 00:00
330,3977,15-01-2019 00:00
331,3978,14-01-2019 00:00
332,3979,14-01-2019 00:00
333,3980,14-01-2019 00:00
334,3982,11-01-2019 00:00
335,3983,11-01-2019 00:00
336,3984,11-01-2019 00:00
337,3985,11-01-2019 00:00
338,3986,10-01-2019 00:00
339,3988,10-01-2019 00:00
340,3989,10-01-2019 00:00
341,3990,09-01-2019 00:00
342,3991,09-01-2019 00:00
343,3992,09-01-2019 00:00
344,3993,09-01-2019 00:00
345,3995,08-01-2019 00:00
346,3996,08-01-2019 00:00
347,3997,08-01-2019 00:00
348,3998,04-01-2019 00:00
349,3999,04-01-2019 00:00
350,4000,04-01-2019 00:00
351,4001,03-01-2019 00:00
352,4002,03-01-2019 00:00
353,4003,03-01-2019 00:00
354,4004,03-01-2019 00:00
355,4005,03-01-2019 00:00
356,4007,31-12-2018 00:00
357,4008,31-12-2018 00:00
358,4009,31-12-2018 00:00
359,4010,29-12-2018 00:00
360,4011,28-12-2018 00:00
361,4012,28-12-2018 00:00
362,4013,28-12-2018 00:00
363,4014,28-12-2018 00:00
364,4015,27-12-2018 00:00
365,4016,27-12-2018 00:00
366,4017,27-12-2018 00:00
367,4018,20-12-2018 00:00
368,4019,20-12-2018 00:00
369,4020,20-12-2018 00:00
370,4021,19-12-2018 00:00
371,4022,19-12-2018 00:00
372,4023,19-12-2018 00:00
373,4024,19-12-2018 00:00
374,4025,19-12-2018 00:00
375,4026,18-12-2018 00:00
376,4027,18-12-2018 00:00
377,4028,18-12-2018 00:00
378,4029,17-12-2018 00:00
379,4030,17-12-2018 00:00
380,4031,17-12-2018 00:00
381,4033,14-12-2018 00:00
382,4034,14-12-2018 00:00
383,4035,14-12-2018 00:00
384,4036,14-12-2018 00:00
385,4037,13-12-2018 00:00
386,4038,13-12-2018 00:00
387,4039,13-12-2018 00:00
388,4040,13-12-2018 00:00
389,5276,18-01-2019 00:00
390,5363,18-01-2019 00:00
391,5479,21-01-2019 00:00
392,5503,21-01-2019 00:00
393,5511,21-01-2019 00:00
394,5589,22-01-2019 00:00
395,5622,22-01-2019 00:00
396,5652,22-01-2019 00:00
397,5660,22-01-2019 00:00
398,5663,22-01-2019 00:00
399,5688,23-01-2019 00:00
400,5702,23-01-2019 00:00
401,5709,23-01-2019 00:00
402,5721,23-01-2019 00:00
403,5729,23-01-2019 00:00
404,5756,24-01-2019 00:00
405,5765,24-01-2019 00:00
406,5791,24-01-2019 00:00
407,5802,24-01-2019 00:00
408,5812,24-01-2019 00:00
409,5842,25-01-2019 00:00
410,5843,28-01-2019 00:00
411,5852,28-01-2019 00:00
412,5863,28-01-2019 00:00
413,5868,25-01-2019 00:00
414,5873,28-01-2019 00:00
415,5880,24-01-2019 00:00
416,5888,25-01-2019 00:00
417,5893,24-01-2019 00:00
418,5903,28-01-2019 00:00
419,5917,28-01-2019 00:00
420,5938,29-01-2019 00:00
421,5951,29-01-2019 00:00
422,5963,29-01-2019 00:00
423,5969,29-01-2019 00:00
424,5976,29-01-2019 00:00
425,5980,29-01-2019 00:00
426,5994,30-01-2019 00:00
427,6001,30-01-2019 00:00
428,6008,30-01-2019 00:00
429,6016,30-01-2019 00:00
430,6019,30-01-2019 00:00
431,6037,31-01-2019 00:00
432,6055,14-09-2018 00:00
433,6056,14-09-2018 00:00
434,6057,20-09-2018 00:00
435,6058,21-09-2018 00:00
436,6059,26-09-2018 00:00
437,6060,26-09-2018 00:00
438,6061,27-09-2018 00:00
439,6062,01-10-2018 00:00
440,6063,03-10-2018 00:00
441,6064,03-10-2018 00:00
442,6065,04-10-2018 00:00
443,6066,04-10-2018 00:00
444,6067,10-10-2018 00:00
445,6068,11-10-2018 00:00
446,6069,12-10-2018 00:00
447,6070,15-10-2018 00:00
448,6071,15-10-2018 00:00
449,6072,17-10-2018 00:00
450,6073,22-10-2018 00:00
451,6074,22-10-2018 00:00
452,6075,22-10-2018 00:00
453,6076,22-10-2018 00:00
454,6077,24-10-2018 00:00
455,6078,25-10-2018 00:00
456,6079,26-10-2018 00:00
457,6080,26-10-2018 00:00
458,6081,29-10-2018 00:00
459,6082,29-10-2018 00:00
460,6083,31-10-2018 00:00
461,6084,01-11-2018 00:00
462,6085,01-11-2018 00:00
463,6086,01-11-2018 00:00
464,6087,01-11-2018 00:00
465,6088,01-11-2018 00:00
466,6089,02-11-2018 00:00
467,6090,02-11-2018 00:00
468,6091,02-11-2018 00:00
469,6092,02-11-2018 00:00
470,6093,05-11-2018 00:00
471,6094,06-11-2018 00:00
472,6095,06-11-2018 00:00
473,6096,05-11-2018 00:00
474,6097,12-11-2018 00:00
475,6098,13-11-2018 00:00
476,6099,30-11-2018 00:00
477,6156,31-01-2019 00:00
478,6157,31-01-2019 00:00
479,6159,31-01-2019 00:00
480,6178,31-01-2019 00:00
481,6193,01-02-2019 00:00
482,6194,01-02-2019 00:00
483,6198,01-02-2019 00:00
484,6206,01-02-2019 00:00
485,6207,01-02-2019 00:00
486,6285,04-02-2019 00:00
487,6361,04-02-2019 00:00
488,6409,04-02-2019 00:00
489,6500,04-02-2019 00:00
490,6560,05-02-2019 00:00
491,6631,05-02-2019 00:00
492,6838,05-02-2019 00:00
493,6861,05-02-2019 00:00
494,6879,05-02-2019 00:00
495,6936,09-04-2018 00:00
496,6940,06-02-2018 00:00
497,6946,22-01-2018 00:00
498,6951,27-02-2018 00:00
499,6957,22-04-2018 00:00
500,6969,06-02-2019 00:00
501,6980,06-12-2018 00:00
502,6986,03-11-2018 00:00
503,6997,06-02-2019 00:00
504,7016,06-09-2018 00:00
505,7018,06-02-2019 00:00
506,7041,19-12-2018 00:00
507,7044,06-02-2019 00:00
508,7052,15-05-2018 00:00
509,7074,15-07-2018 00:00
510,7082,29-11-2018 00:00
511,7095,14-12-2018 00:00
512,7109,18-01-2019 00:00
513,7118,14-02-2018 00:00
514,7131,23-03-2018 00:00
515,7138,24-05-2018 00:00
516,7147,27-07-2018 00:00
517,7152,21-09-2018 00:00
518,7161,28-03-2018 00:00
519,7178,06-02-2019 00:00
520,7224,07-02-2019 00:00
521,7243,07-02-2019 00:00
522,7314,07-02-2019 00:00
523,7375,07-02-2019 00:00
524,7405,07-02-2019 00:00
525,7525,08-02-2019 00:00
526,7539,08-02-2019 00:00
527,7670,08-02-2019 00:00
528,7721,08-02-2019 00:00
529,7822,08-02-2019 00:00
530,7834,11-02-2019 00:00
531,7859,11-02-2019 00:00
532,7877,11-02-2019 00:00
533,8013,11-02-2019 00:00
534,8085,12-02-2019 00:00
535,8117,12-02-2019 00:00
536,8223,12-02-2019 00:00
537,8333,12-02-2019 00:00
538,8454,12-02-2019 00:00
539,8575,13-02-2019 00:00
540,8606,13-02-2019 00:00
541,8677,13-02-2019 00:00
542,8757,13-02-2019 00:00
543,8802,13-02-2019 00:00
544,8887,14-02-2019 00:00
545,8900,14-02-2019 00:00
546,8906,14-02-2019 00:00
547,9013,14-02-2019 00:00
548,9056,14-02-2019 00:00
549,9196,15-02-2019 00:00
550,9201,15-02-2019 00:00
551,9250,15-02-2019 00:00
552,9341,15-02-2019 00:00
553,9448,15-02-2019 00:00
554,9472,18-02-2019 00:00
555,9685,18-02-2019 00:00
556,10001,18-02-2019 00:00
557,10007,18-02-2019 00:00
558,10018,19-02-2019 00:00
559,10126,19-02-2019 00:00
560,10273,19-02-2019 00:00
561,10280,19-02-2019 00:00
562,10288,19-02-2019 00:00
563,10304,20-02-2019 00:00
564,10310,20-02-2019 00:00
565,10316,20-02-2019 00:00
566,10324,20-02-2019 00:00
567,10329,20-02-2019 00:00
568,10338,21-02-2019 00:00
569,10346,21-02-2019 00:00
570,10357,21-02-2019 00:00
571,10374,21-02-2019 00:00
572,10379,21-02-2019 00:00
573,10387,22-02-2019 00:00
574,10394,22-02-2019 00:00
575,10400,22-02-2019 00:00
576,10406,22-02-2019 00:00
577,10416,22-02-2019 00:00
578,10431,25-02-2019 00:00
579,10441,25-02-2019 00:00
580,10448,25-02-2019 00:00
581,10456,25-02-2019 00:00
582,10471,26-02-2019 00:00
583,10480,26-02-2019 00:00
584,10488,26-02-2019 00:00
585,10499,26-02-2019 00:00
586,10504,26-02-2019 00:00
587,10520,27-02-2019 00:00
588,10526,27-02-2019 00:00
589,10532,27-02-2019 00:00
590,10540,27-02-2019 00:00
591,10551,27-02-2019 00:00
592,10559,28-02-2019 00:00
593,10564,28-02-2019 00:00
594,10575,28-02-2019 00:00
595,10587,28-02-2019 00:00
596,10598,10-08-2018 00:00
597,10602,28-02-2019 00:00
598,10609,20-12-2018 00:00
599,10630,17-12-2018 00:00
600,10634,20-10-2018 00:00
601,10642,01-03-2019 00:00
602,10648,01-03-2019 00:00
603,10653,11-10-2018 00:00
604,10660,20-11-2018 00:00
605,10666,20-11-2018 00:00
606,10669,01-03-2019 00:00
607,10676,11-10-2018 00:00
608,10687,05-10-2018 00:00
609,10688,01-03-2019 00:00
610,10696,05-10-2018 00:00
611,10704,02-10-2018 00:00
612,10706,06-03-2018 00:00
613,10714,02-10-2018 00:00
614,10720,24-09-2018 00:00
615,10722,06-03-2018 00:00
616,10728,30-08-2018 00:00
617,10734,10-08-2018 00:00
618,10738,27-08-2018 00:00
619,10753,06-06-2018 00:00
620,10756,20-07-2018 00:00
621,10759,18-05-2018 00:00
622,10765,17-05-2018 00:00
623,10771,20-07-2018 00:00
624,10774,14-02-2018 00:00
625,10779,20-04-2018 00:00
626,10783,13-07-2018 00:00
627,10789,24-05-2018 00:00
628,10794,26-06-2018 00:00
629,10803,25-06-2018 00:00
630,10806,13-06-2018 00:00
631,10823,01-03-2019 00:00
632,10872,02-08-2018 00:00
633,10897,04-03-2019 00:00
634,10904,04-03-2019 00:00
635,10910,04-03-2019 00:00
636,10916,04-03-2019 00:00
637,10930,05-03-2019 00:00
638,10938,05-03-2019 00:00
639,10945,05-03-2019 00:00
640,10955,05-03-2019 00:00
641,10963,05-03-2019 00:00
642,10971,06-03-2019 00:00
643,10976,06-03-2019 00:00
644,10981,06-03-2019 00:00
645,10987,06-03-2019 00:00
646,10993,06-03-2019 00:00
647,11004,07-03-2019 00:00
648,11010,07-03-2019 00:00
649,11016,07-03-2019 00:00
650,11022,07-03-2019 00:00
651,11029,07-03-2019 00:00
652,11042,08-03-2019 00:00
653,11047,08-03-2019 00:00
654,11058,08-03-2019 00:00
655,11063,08-03-2019 00:00
656,11069,08-03-2019 00:00
657,11091,11-03-2019 00:00
658,11098,11-03-2019 00:00
659,11135,11-03-2019 00:00
660,11149,11-03-2019 00:00
661,11156,12-03-2019 00:00
662,11162,12-03-2019 00:00
663,11167,12-03-2019 00:00
664,11176,12-03-2019 00:00
665,11183,12-03-2019 00:00
666,11189,12-03-2019 00:00
667,11198,13-03-2019 00:00
668,11209,13-03-2019 00:00
669,11215,13-03-2019 00:00
670,11234,13-03-2019 00:00
671,11237,13-03-2019 00:00
672,11246,14-03-2019 00:00
673,11253,14-03-2019 00:00
674,11259,14-03-2019 00:00
675,11276,14-03-2019 00:00
676,11279,14-03-2019 00:00
677,11294,15-03-2019 00:00
678,11297,15-03-2019 00:00
679,11303,15-03-2019 00:00
680,11308,15-03-2019 00:00
681,NULL,15-03-2019 00:00
682,11325,18-03-2019 00:00
683,11336,18-03-2019 00:00
684,11341,18-03-2019 00:00
685,11345,18-03-2019 00:00
686,11352,19-03-2019 00:00
687,11359,19-03-2019 00:00
688,11364,22-03-2019 00:00
689,11370,19-03-2019 00:00
690,11375,22-03-2019 00:00
691,11382,19-03-2019 00:00
692,11388,22-03-2019 00:00
693,11390,19-03-2019 00:00
694,11398,20-03-2019 00:00
695,11408,22-03-2019 00:00
696,11420,22-03-2019 00:00
697,11422,20-03-2019 00:00
698,11433,20-03-2019 00:00
699,11434,20-03-2019 00:00
700,11440,20-03-2019 00:00
701,11443,26-03-2019 00:00
702,11460,25-03-2019 00:00
703,11467,26-03-2019 00:00
704,11474,26-03-2019 00:00
705,11487,26-03-2019 00:00
706,11497,26-03-2019 00:00
707,11520,27-03-2019 00:00
708,11589,27-03-2019 00:00
709,11596,27-03-2019 00:00
710,11604,27-03-2019 00:00
711,11611,27-03-2019 00:00
712,11628,25-03-2019 00:00
713,11635,25-03-2019 00:00
714,11644,25-03-2019 00:00
715,11652,28-03-2019 00:00
716,11657,28-03-2019 00:00
717,11669,28-03-2019 00:00
718,11678,28-03-2019 00:00
719,11689,28-03-2019 00:00
720,11708,29-03-2019 00:00
721,11716,29-03-2019 00:00
722,11726,29-03-2019 00:00
723,11741,29-03-2019 00:00
724,11747,29-03-2019 00:00
725,11851,01-04-2019 00:00
726,11913,01-04-2019 00:00
727,11940,01-04-2019 00:00
728,11944,01-04-2019 00:00
729,11956,02-04-2019 00:00
730,11968,02-04-2019 00:00
731,12006,02-04-2019 00:00
732,12045,02-04-2019 00:00
733,12054,02-04-2019 00:00
734,12066,03-04-2019 00:00
735,12076,03-04-2019 00:00
736,12088,03-04-2019 00:00
737,12098,03-04-2019 00:00
738,12104,03-04-2019 00:00
739,12117,04-04-2019 00:00
740,12124,04-04-2019 00:00
741,12132,04-04-2019 00:00
742,12145,04-04-2019 00:00
743,12171,04-04-2019 00:00
744,12176,05-04-2019 00:00
745,12184,05-04-2019 00:00
746,12196,05-04-2019 00:00
747,12208,05-04-2019 00:00
748,12216,05-04-2019 00:00
749,12227,03-01-2018 00:00
750,12242,17-04-2018 00:00
751,12237,18-07-2018 00:00
752,12242,12-03-2018 00:00
753,12248,04-01-2018 00:00
754,12253,15-11-2018 00:00
755,12259,23-10-2018 00:00
756,12264,07-02-2018 00:00
757,12352,08-04-2019 00:00
758,12378,08-04-2019 00:00
759,12388,08-04-2019 00:00
760,12403,08-04-2019 00:00
761,12423,09-04-2019 00:00
762,12432,09-04-2019 00:00
763,12443,09-04-2019 00:00
764,12454,09-04-2019 00:00
765,12467,09-04-2019 00:00
766,12489,10-04-2019 00:00
767,12496,10-04-2019 00:00
768,12506,10-04-2019 00:00
769,12513,10-04-2019 00:00
770,12520,10-04-2019 00:00
771,12531,11-04-2019 00:00
772,12536,11-04-2019 00:00
773,12545,11-04-2019 00:00
774,12553,11-04-2019 00:00
775,12559,11-04-2019 00:00
776,12569,12-04-2019 00:00
777,12576,12-04-2019 00:00
778,12581,12-04-2019 00:00
779,12589,12-04-2019 00:00
780,12603,12-04-2019 00:00
781,12620,15-04-2019 00:00
782,12629,15-04-2019 00:00
783,12637,15-04-2019 00:00
784,12643,15-04-2019 00:00
785,12662,09-04-2019 00:00
786,12670,16-04-2019 00:00
787,12681,16-04-2019 00:00
788,12690,16-04-2019 00:00
789,12699,16-04-2019 00:00
790,12707,16-04-2019 00:00
791,12718,17-04-2019 00:00
792,12741,17-04-2019 00:00
793,12748,17-04-2019 00:00
794,12749,17-04-2019 00:00
795,12763,17-04-2019 00:00
796,12776,18-04-2019 00:00
797,12783,18-04-2019 00:00
798,12792,18-04-2019 00:00
799,12801,18-04-2019 00:00
800,12806,18-04-2019 00:00
801,12815,19-04-2019 00:00
802,12821,19-04-2019 00:00
803,12836,19-04-2019 00:00
804,12844,19-04-2019 00:00
805,12851,19-04-2019 00:00
806,12874,22-04-2019 00:00
807,12889,22-04-2019 00:00
808,12893,22-04-2019 00:00
809,12899,22-04-2019 00:00
810,12904,23-04-2019 00:00
811,12913,23-04-2019 00:00
812,12924,23-04-2019 00:00
813,12943,23-04-2019 00:00
814,12947,23-04-2019 00:00
815,12961,24-04-2019 00:00
816,12972,24-04-2019 00:00
817,12994,24-04-2019 00:00
818,13019,24-04-2019 00:00
819,13025,24-04-2019 00:00
820,13052,25-04-2019 00:00
821,13114,24-04-2019 00:00
822,13237,25-04-2019 00:00
823,13326,25-04-2019 00:00
824,13377,25-04-2019 00:00
825,13397,26-04-2019 00:00
826,13444,26-04-2019 00:00
827,13511,26-04-2019 00:00
828,13528,26-04-2019 00:00
829,13533,26-04-2019 00:00
830,13566,29-04-2019 00:00
831,13664,29-04-2019 00:00
832,13674,29-04-2019 00:00
833,13683,29-04-2019 00:00
834,13707,30-04-2019 00:00
835,13722,30-04-2019 00:00
836,13776,30-04-2019 00:00
837,13824,30-04-2019 00:00
838,13827,30-04-2019 00:00
839,13852,01-05-2019 00:00
840,13872,01-05-2019 00:00
841,13886,01-05-2019 00:00
842,13929,01-05-2019 00:00
843,13943,01-05-2019 00:00
844,13961,02-05-2019 00:00
845,13967,02-05-2019 00:00
846,13973,02-05-2019 00:00
847,13979,02-05-2019 00:00
848,13985,02-05-2019 00:00
849,13998,03-05-2019 00:00
850,14012,03-05-2019 00:00
851,14020,03-05-2019 00:00
852,14027,03-05-2019 00:00
853,14038,03-05-2019 00:00
854,14066,06-05-2019 00:00
855,14074,06-05-2019 00:00
856,14082,06-05-2019 00:00
857,14090,06-05-2019 00:00
858,14120,07-05-2019 00:00
859,14147,07-05-2019 00:00
860,14154,07-05-2019 00:00
861,14164,07-05-2019 00:00
862,14171,07-05-2019 00:00
863,14186,08-05-2019 00:00
864,14193,08-05-2019 00:00
865,14197,08-05-2019 00:00
866,14220,08-05-2019 00:00
867,14226,08-05-2019 00:00
868,14241,08-05-2019 00:00
869,14252,09-05-2019 00:00
870,14263,09-05-2019 00:00
871,14270,09-05-2019 00:00
872,14278,09-05-2019 00:00
873,14285,09-05-2019 00:00
874,14295,09-05-2019 00:00
875,14301,10-05-2019 00:00
876,14311,10-05-2019 00:00
877,14325,10-05-2019 00:00
878,14334,10-05-2019 00:00
879,14342,10-05-2019 00:00
880,14369,13-05-2019 00:00
